suburb,tier,latitude,longitude,distance_to_cbd_km,bedrooms,bathrooms,size_sqm,plot_size_sqm,house_age,has_pool,has_borehole,has_solar,walled,price_usd
Highlands,upper-mid,-17.79122196355064,31.074712775707553,5.43,3,3,348,1199,32,1,0,0,1,363346.59
Highlands,upper-mid,-17.789503339071466,31.0701570339379,5.33,5,4,197,773,20,0,0,1,1,405721.95
Hatfield,middle,-17.874772544142843,31.089432650228048,6.77,5,4,235,1386,17,0,1,0,1,186846.81
Mabelreign,middle,-17.81113740726642,31.002008741399024,5.06,8,6,217,904,18,0,0,0,1,220649.35
Mt Pleasant,premium,-17.78075083224557,31.02408114540837,6.01,2,2,260,1599,36,1,1,0,1,365428.33
Glen Lorne,premium,-17.744098685314043,31.1810834141433,17.35,6,6,419,2252,26,0,1,1,1,723454.54
Avonlea,middle,-17.774942694323258,30.984020607594292,8.97,1,1,186,614,28,0,1,0,1,173505.63
Mt Pleasant,premium,-17.79042315435011,31.018797505207587,5.3,4,4,406,1780,18,1,1,1,1,511683.11
Mabelreign,middle,-17.809115081831997,31.0007643535556,5.28,3,2,211,1497,13,0,1,0,1,141980.16
Vainona,upper-mid,-17.781792483230625,31.084057076908397,6.86,3,2,301,2031,20,0,1,1,1,411037.33
Mt Pleasant,premium,-17.78191050121342,31.017332915210417,6.19,1,1,238,985,11,0,1,1,1,380706.31
Glen View,township,-17.935994198109487,30.981447503076726,13.47,4,3,98,442,27,0,0,0,0,42855.86
Ballantyne Park,premium,-17.76347292469606,31.08395215107342,8.57,2,2,494,2057,1,1,0,1,1,516058.72
Vainona,upper-mid,-17.780119844193596,31.06904882090366,6.2,3,2,141,704,34,0,0,0,1,307136.88
Ballantyne Park,premium,-17.76274099557354,31.087033371044804,8.8,7,6,384,2170,0,1,1,0,1,683960.92
Mt Pleasant,premium,-17.77824637918647,31.020791517685453,6.4,7,6,116,523,21,1,1,1,1,585012.42
Borrowdale,premium,-17.73693150067193,31.104080209526277,12.19,6,6,342,1529,42,0,0,1,1,704567.98
Glen Lorne,premium,-17.750013288916087,31.179138247638733,16.82,5,5,225,1377,0,1,1,1,1,790446.0
Ballantyne Park,premium,-17.764628484216612,31.07174905054017,7.9,2,1,372,1629,7,0,0,0,1,390812.41
Glen Lorne,premium,-17.75470923297918,31.181954265106093,16.8,4,4,492,3370,31,1,1,1,1,649054.61
Avonlea,middle,-17.774583099343598,31.0002370328193,7.86,1,1,178,1263,13,0,0,0,1,178006.53
Belvedere,middle,-17.854133292651756,31.021308730473585,3.59,3,2,119,511,38,0,0,0,1,152336.0
Greendale,upper-mid,-17.792312238959497,31.129108539890055,9.89,4,4,306,961,18,0,0,1,1,429272.03
Vainona,upper-mid,-17.773500055807293,31.08094775422957,7.44,7,6,324,650,26,0,1,1,1,560105.95
Marlborough,middle,-17.778751734303686,30.944157500432603,12.15,2,1,211,1054,30,1,1,0,1,223199.31
Mufakose,township,-17.91656336321299,30.966756735443763,12.61,3,3,120,388,41,0,0,0,1,46719.51
Mabelreign,middle,-17.806183105378267,30.99324724975627,6.13,2,1,218,1256,32,1,1,0,1,119218.14
Borrowdale,premium,-17.746207944612504,31.109427784517823,11.64,1,1,450,2023,6,0,1,0,0,505772.28
Ballantyne Park,premium,-17.753417109545527,31.08029612947142,9.4,2,2,378,749,0,1,1,1,1,393563.18
Highlands,upper-mid,-17.79398708300722,31.064514674805658,4.61,1,1,307,283,20,0,1,1,1,327461.84
Highlands,upper-mid,-17.78958690255116,31.064409235859465,5.04,5,4,266,872,38,0,1,1,0,415020.27
Avonlea,middle,-17.771618667478663,30.99035810514255,8.78,3,3,151,625,7,0,0,0,1,230571.21
Avondale,upper-mid,-17.7803706971141,31.037139898845542,5.69,4,4,336,2065,26,0,0,1,1,350081.54
Glen Lorne,premium,-17.74158387175506,31.197179638079923,18.93,4,4,397,1547,43,0,1,0,1,583223.99
Greendale,upper-mid,-17.788286014084026,31.13525456350394,10.67,5,4,216,1377,25,0,0,0,1,376677.3
Marlborough,middle,-17.781970274007847,30.946585793627673,11.76,1,1,146,670,24,0,1,0,1,157372.04
Mt Pleasant,premium,-17.77926521266096,31.02538086827642,6.12,3,2,199,831,19,0,1,1,1,391700.19
Mabelreign,middle,-17.808318071949056,31.002576700770362,5.15,3,3,118,621,31,0,1,0,1,123600.13
Glen Lorne,premium,-17.748286185757976,31.181988772380375,17.17,3,2,182,733,19,0,1,1,1,456085.52
Glen View,township,-17.92745217854765,30.964893732082587,13.67,3,3,85,375,0,0,0,0,1,46110.45
Mt Pleasant,premium,-17.779676087682603,31.021238925294234,6.24,5,5,368,1740,12,1,0,1,0,578972.65
Mabelreign,middle,-17.803356147783756,31.002345179433732,5.46,6,5,140,621,19,0,0,0,1,162016.22
Glen View,township,-17.92580371832649,30.97785098860295,12.71,4,4,72,263,0,0,0,0,0,47387.2
Budiriro,township,-17.933440243972537,30.95082571297383,15.14,3,3,66,355,8,0,0,0,1,40028.82
Mabelreign,middle,-17.806545817969074,31.006010136419853,4.94,4,4,116,944,19,0,0,1,0,131669.55
Hatfield,middle,-17.873269246809834,31.084250126836523,6.27,4,3,161,909,28,0,0,1,1,126033.66
Belvedere,middle,-17.846892694245405,31.01988413277882,3.19,2,1,158,734,34,0,0,0,1,110759.9
Hatfield,middle,-17.870253123715667,31.094038538013507,6.78,5,4,107,419,19,0,0,0,1,149160.25
Mt Pleasant,premium,-17.778269375389684,31.018413314426162,6.5,2,1,459,2170,4,1,1,0,1,502910.78
Marlborough,middle,-17.780175370524102,30.944826170297247,12.02,3,3,214,1069,24,0,1,0,0,229670.94
Marlborough,middle,-17.783772180778964,30.951926538353565,11.17,1,1,177,717,18,0,1,0,1,171738.82
Mufakose,township,-17.91096279937641,30.96367013272086,12.37,4,4,94,395,13,0,0,0,1,48434.83
Avondale,upper-mid,-17.789372967348477,31.027253892407202,5.0,2,1,206,1077,20,1,1,1,1,290592.46
Greendale,upper-mid,-17.790849352820835,31.126697065674115,9.73,1,1,229,1091,12,1,1,0,1,294309.09
Belvedere,middle,-17.851747086427117,31.018399612747807,3.64,3,2,123,686,12,0,0,1,1,161152.26
Highlands,upper-mid,-17.784884201321457,31.073707949999214,5.96,2,2,247,1138,17,1,1,0,1,399195.32
Mt Pleasant,premium,-17.77890656902401,31.020543494500075,6.34,3,2,440,2674,16,0,0,1,1,492720.91
Avondale,upper-mid,-17.779725649923638,31.02518815502588,6.08,5,4,212,1054,1,0,1,1,1,383760.14
Avondale,upper-mid,-17.79607355187947,31.04019982080036,3.92,1,1,194,912,28,1,1,0,1,252942.78
Highlands,upper-mid,-17.794673287659432,31.08009055278378,5.49,4,3,210,1047,5,1,0,1,1,447877.24
Greendale,upper-mid,-17.786028644485214,31.13107438086805,10.39,6,5,253,721,10,0,0,0,1,506419.15
Greendale,upper-mid,-17.78476207863813,31.13335678487474,10.67,1,1,232,1368,24,0,1,1,1,335919.7
Vainona,upper-mid,-17.780744615229818,31.07296925512092,6.32,1,1,211,532,22,1,1,1,1,301648.51
Greendale,upper-mid,-17.779703905498906,31.13388966582055,11.0,5,4,242,987,5,0,0,1,1,387749.7
Belvedere,middle,-17.847226551961377,31.018756428353747,3.31,4,4,263,1737,19,0,0,0,1,222773.23
Vainona,upper-mid,-17.778753500977302,31.074713330782615,6.61,3,3,365,1664,15,0,1,0,1,406016.09
Kambuzuma,township,-17.85620425002273,30.959605129094914,9.46,1,1,78,413,1,0,0,0,1,43430.58
Glen View,township,-17.930468306644325,30.973217926897163,13.42,2,1,142,796,13,0,1,0,0,39711.08
Avondale,upper-mid,-17.787603644215338,31.03571537794253,4.92,4,3,435,1871,0,1,1,0,1,378472.02
Vainona,upper-mid,-17.78103239549192,31.069544585784314,6.13,1,1,181,1077,17,0,1,1,1,340328.73
Marlborough,middle,-17.78147234843715,30.956675404176504,10.85,1,1,133,449,26,0,0,0,1,161970.97
Mabelreign,middle,-17.81265059820024,30.996468968462548,5.53,6,6,201,996,30,0,0,0,1,182323.81
Belvedere,middle,-17.845548199081232,31.024921513277388,2.67,4,4,250,1186,43,0,1,0,1,174528.27
Mabelreign,middle,-17.80915395994627,31.00027256593155,5.32,2,2,201,975,42,0,0,0,1,104704.38
Marlborough,middle,-17.780012777131564,30.946088212659912,11.91,1,1,156,519,15,1,1,0,1,213870.89
Avonlea,middle,-17.77452205598602,30.98356157665112,9.04,2,1,222,652,22,0,1,1,1,193791.91
Vainona,upper-mid,-17.776606032603695,31.078313564960787,7.0,1,1,340,1679,16,0,1,0,1,353031.04
Hatfield,middle,-17.867387096301588,31.095497082204847,6.7,5,4,129,316,36,0,0,0,1,136870.35
Highlands,upper-mid,-17.796827880019137,31.0716147764645,4.73,3,2,127,577,48,1,0,0,1,283059.15
Belvedere,middle,-17.843124620482225,31.01734592022299,3.22,3,2,243,1431,11,0,0,1,1,184425.13
Mufakose,township,-17.907407819834077,30.9641969835855,12.05,1,1,50,243,36,0,0,0,1,25461.21
Mt Pleasant,premium,-17.780634049562266,31.026152789879657,5.95,3,2,246,2091,2,1,1,1,1,593811.18
Avonlea,middle,-17.765494252527983,30.983994099384866,9.74,3,3,189,411,25,0,1,0,1,197205.01
Glen Lorne,premium,-17.73820252840982,31.175984674278606,17.29,2,2,516,4145,33,1,1,1,1,597906.69
Hatfield,middle,-17.877533313604907,31.09565238921394,7.45,2,2,233,999,6,0,1,0,1,147532.91
Glen Lorne,premium,-17.743910793077795,31.17675246254882,16.98,3,2,529,2772,28,1,0,1,1,601401.7
Kambuzuma,township,-17.859919932391264,30.96290932467227,9.26,1,1,61,304,0,0,0,0,1,38826.65
Mt Pleasant,premium,-17.7865826408949,31.01663803077653,5.78,4,3,224,550,7,1,1,0,1,500082.14
Kambuzuma,township,-17.84774108784842,30.953271022012476,9.89,1,1,87,249,30,0,0,0,1,28125.01
Mabelreign,middle,-17.811527746860335,31.00036912941703,5.2,3,3,205,952,35,0,0,1,0,120169.39
Avonlea,middle,-17.772256153637517,30.992817661053486,8.56,2,1,202,905,22,0,0,0,1,189801.37
Mabelreign,middle,-17.809530536995613,30.99011406978025,6.28,6,6,237,1331,0,0,1,0,1,198177.05
Mabelreign,middle,-17.810886559603404,31.002366699454164,5.04,1,1,109,451,11,0,1,1,1,119875.36
Kambuzuma,township,-17.852154192704944,30.959368778102828,9.36,3,3,89,648,18,0,1,1,1,48649.43
Highlands,upper-mid,-17.791549938928632,31.06651147714681,4.94,4,3,276,1563,42,0,1,1,1,422134.45
Avonlea,middle,-17.766966583065823,30.98822801027903,9.32,5,5,237,1185,19,0,1,0,1,271452.73
Glen Lorne,premium,-17.75029704737073,31.174888783329287,16.42,3,3,385,1869,18,1,1,1,1,682804.65
Avonlea,middle,-17.767454398258288,31.002307382070118,8.39,1,1,144,339,27,0,0,0,1,144983.48
Ballantyne Park,premium,-17.76135992840359,31.085185674693374,8.84,2,1,473,3134,10,1,1,1,1,442258.73
Avonlea,middle,-17.765109234069715,30.98515171193316,9.69,8,6,180,1157,39,0,0,0,1,301415.91
Avonlea,middle,-17.766403506064,30.98263864692083,9.76,1,1,167,1042,37,0,1,0,1,152437.71
Avondale,upper-mid,-17.788398422399816,31.033726034888158,4.89,5,5,207,815,13,1,0,0,1,361539.95
Marlborough,middle,-17.777935695694644,30.951603009781774,11.51,4,4,206,1200,8,0,1,0,1,338178.25
Hatfield,middle,-17.871425492226265,31.081837404789987,5.95,1,1,227,508,17,0,0,1,1,110884.33
Mabelreign,middle,-17.814990153842388,30.995952027085224,5.49,5,4,197,1086,10,0,0,0,1,168690.09
Marlborough,middle,-17.778564593854476,30.94124442069257,12.44,6,5,129,200,13,1,0,1,1,292153.01
Avonlea,middle,-17.77511015206943,30.989341282371438,8.56,1,1,189,802,32,0,0,0,1,138192.36
Kambuzuma,township,-17.860843762906217,30.95140231954567,10.45,4,4,96,205,18,0,0,0,1,47961.29
Mt Pleasant,premium,-17.771002749206918,31.02207989627947,7.1,2,1,269,1197,3,1,1,1,0,465986.98
Mt Pleasant,premium,-17.780331558145434,31.02397312906157,6.06,4,4,256,571,29,0,1,0,1,445165.64
Glen Lorne,premium,-17.73452730630568,31.18091094850442,17.95,5,4,400,1576,23,0,0,0,1,590291.4
Belvedere,middle,-17.856965428273753,31.02413797636782,3.63,2,2,136,583,19,0,1,0,1,151777.96
Avondale,upper-mid,-17.791875597887536,31.032093957433634,4.56,3,3,165,701,14,1,1,0,1,312994.54
Hatfield,middle,-17.859216992868806,31.08793634270276,5.52,5,4,200,770,13,1,0,1,1,214285.64
Belvedere,middle,-17.850566968376754,31.01918331698899,3.49,3,2,124,315,20,1,0,0,1,162925.43
Vainona,upper-mid,-17.783770677408587,31.079746384329553,6.41,2,2,238,1345,36,0,1,1,1,295080.59
Glen View,township,-17.92921876765982,30.976035364438,13.14,3,2,101,618,34,0,0,0,1,40106.45
Hatfield,middle,-17.87289800076778,31.088214836753234,6.53,4,3,263,1713,3,0,0,0,1,173487.05
Vainona,upper-mid,-17.77787734029789,31.082208701072904,7.1,3,3,220,1308,16,0,1,0,1,373021.72
Greendale,upper-mid,-17.785821961826915,31.128290140513197,10.15,2,2,203,835,25,1,1,0,1,349529.14
Vainona,upper-mid,-17.781046154045505,31.08087602928202,6.73,3,2,297,1313,35,0,1,1,1,334798.39
Ballantyne Park,premium,-17.761718929339793,31.072940037114247,8.25,2,1,403,1917,9,0,1,1,1,436434.8
Ballantyne Park,premium,-17.761393196476597,31.084157790112418,8.78,5,4,464,3074,26,1,1,1,1,550528.15
Kambuzuma,township,-17.858359060622313,30.95958741132092,9.54,3,2,59,369,8,0,0,0,0,36549.87
Avondale,upper-mid,-17.79688545018539,31.027317684279407,4.23,5,4,218,1016,0,0,0,0,1,428749.11
Greendale,upper-mid,-17.789825910113255,31.129384268553505,10.04,5,4,363,1806,8,1,1,0,1,577033.68
Hatfield,middle,-17.86240842307043,31.087743815358746,5.72,2,1,149,378,30,0,0,0,1,99245.43
Marlborough,middle,-17.778162165936134,30.951892506626425,11.48,3,2,183,1133,15,0,0,1,1,224390.39
Kambuzuma,township,-17.859465132769014,30.96364713166966,9.17,4,3,116,556,27,0,1,0,1,44468.45
Hatfield,middle,-17.87306378376011,31.09057043707287,6.72,2,2,207,1405,0,0,0,0,1,142978.68
Avondale,upper-mid,-17.787519931143624,31.038576285513315,4.88,2,2,147,451,29,0,0,1,1,235907.42
Greendale,upper-mid,-17.79326487690648,31.131351397836177,10.06,4,3,244,1131,13,0,0,1,1,417294.0
Budiriro,township,-17.938838304434817,30.93950450704066,16.38,2,1,84,457,14,0,0,0,0,35212.08
Hatfield,middle,-17.86889379657023,31.091518659154197,6.48,4,3,174,664,25,0,1,0,1,145964.45
Kambuzuma,township,-17.861299372781488,30.959133165723074,9.69,1,1,137,308,12,0,0,0,0,37995.52
Mt Pleasant,premium,-17.774924668019597,31.02408187970975,6.62,2,1,310,1779,20,1,1,1,1,482168.36
Mabelreign,middle,-17.808517856520066,30.994668332140606,5.89,3,2,200,1201,33,0,0,0,1,131053.97
Belvedere,middle,-17.85356121726355,31.019203995321863,3.71,5,4,161,639,28,0,0,0,1,168637.06
Mt Pleasant,premium,-17.77781890733805,31.021377864494813,6.42,3,3,431,1944,1,1,1,0,1,456911.97
Avonlea,middle,-17.772237566638573,30.989143226770608,8.81,1,1,258,837,15,0,0,0,1,189891.56
Belvedere,middle,-17.850627005157936,31.020565361809183,3.38,1,1,206,1268,35,0,0,1,1,127285.37
Borrowdale,premium,-17.747073967462235,31.102473465667728,11.14,1,1,475,2785,18,0,1,1,1,588242.57
Avondale,upper-mid,-17.791453900015846,31.029506824780324,4.69,4,3,316,2041,36,1,1,1,1,326083.77
Mabelreign,middle,-17.80381192037178,31.001452177578418,5.51,4,4,153,736,5,0,0,0,1,139247.99
Vainona,upper-mid,-17.780928312301434,31.09563086471396,7.73,3,2,261,1014,22,0,0,1,1,387444.21
Avondale,upper-mid,-17.788724627839436,31.02687244129132,5.08,1,1,264,656,16,0,0,0,1,244109.37
Avondale,upper-mid,-17.78879114614568,31.031201944112524,4.92,2,1,176,1132,10,0,1,0,1,260804.4
Vainona,upper-mid,-17.785108015794208,31.08352496893003,6.53,4,3,243,498,15,0,1,1,1,433590.53
Glen View,township,-17.935822515969615,30.967689662271404,14.24,3,3,62,253,19,0,0,0,0,48017.0
Mabelreign,middle,-17.812549075650033,30.995203995499118,5.66,2,2,134,869,26,0,1,0,1,118780.41
Mt Pleasant,premium,-17.777654146110546,31.020795328415133,6.46,3,2,407,2314,24,1,1,1,1,495769.25
Budiriro,township,-17.944494928262525,30.934351399828426,17.22,4,4,42,200,4,0,0,0,0,48572.27
Mufakose,township,-17.911347523693582,30.960181009853315,12.66,2,1,65,200,0,0,0,0,0,45847.91
Vainona,upper-mid,-17.77564414789046,31.075225357737214,6.94,2,2,264,1539,14,0,0,1,1,370756.89
Mabelreign,middle,-17.807246355784443,31.007477505806918,4.77,8,6,178,933,0,0,1,0,1,232667.6
Mt Pleasant,premium,-17.786865894056245,31.0203604740042,5.56,4,4,365,2844,13,0,1,1,1,558661.42
Budiriro,township,-17.94143682676661,30.936211016467986,16.83,3,3,93,498,7,0,0,0,1,44231.03
Belvedere,middle,-17.842012130666877,31.019947676028448,2.92,4,3,211,1219,6,0,0,0,1,193106.92
Belvedere,middle,-17.846839955605553,31.022114903691783,3.0,2,1,148,638,11,0,0,0,1,161460.75
Glen Lorne,premium,-17.740834363969093,31.19198558357266,18.51,2,2,353,1627,22,0,1,1,1,467184.89
Glen View,township,-17.925242701405786,30.98025153789489,12.52,1,1,65,395,0,0,0,0,1,32707.1
Borrowdale,premium,-17.74143791875806,31.097433156155923,11.4,2,2,502,2835,8,0,1,1,1,643156.29
Highlands,upper-mid,-17.784443202776536,31.068094277564693,5.73,2,2,253,1318,12,1,0,0,1,405865.3
Mt Pleasant,premium,-17.783201458244367,31.020000445154817,5.94,1,1,423,1591,0,0,1,1,1,496821.44
Hatfield,middle,-17.87483641829449,31.089365887521733,6.77,3,2,234,858,8,0,0,1,0,150953.97
Highlands,upper-mid,-17.789341130920118,31.07199937842367,5.44,3,3,307,1174,25,1,1,0,1,429810.39
Glen View,township,-17.935659328630493,30.97498435785113,13.8,2,2,90,441,17,0,0,0,1,39675.25
Belvedere,middle,-17.84980101899685,31.02049490611301,3.33,2,2,183,200,30,0,1,0,1,135940.87
Borrowdale,premium,-17.749422381417542,31.105150827542428,11.08,4,4,495,3706,27,0,1,1,1,695007.34
Borrowdale,premium,-17.732647405940934,31.109371731849404,12.89,3,2,359,1946,26,1,1,1,1,661543.08
Glen Lorne,premium,-17.744663065177097,31.176839423535302,16.94,3,3,384,2306,9,0,1,1,1,576969.15
Avonlea,middle,-17.763781722192274,30.989177520679632,9.53,1,1,181,857,20,0,1,0,0,190811.35
Mabelreign,middle,-17.812142435661034,31.007053517015944,4.53,3,2,246,889,37,0,0,0,1,105915.75
Highlands,upper-mid,-17.788751305524592,31.074789046277495,5.66,2,2,275,1151,23,1,1,0,1,413389.22
Mabelreign,middle,-17.80290125863365,31.000653071987898,5.64,4,4,214,603,9,0,0,1,0,172783.44
Glen Lorne,premium,-17.74361785350002,31.17804088354876,17.11,1,1,332,2428,49,0,1,1,1,396323.77
Mabelreign,middle,-17.811694893869458,30.993851023380167,5.82,1,1,192,1372,34,1,1,0,1,95070.89
Kambuzuma,township,-17.862157360450166,30.9611518400957,9.53,1,1,95,640,18,0,0,0,1,35962.5
Hatfield,middle,-17.870484701885506,31.09393431119921,6.79,2,2,236,1491,11,0,0,0,1,143995.05
Belvedere,middle,-17.85359871964039,31.0221695207653,3.49,1,1,166,649,17,0,1,0,1,135175.55
Mabelreign,middle,-17.81527367310522,30.998261390524117,5.25,4,3,254,744,25,0,0,0,1,142108.88
Borrowdale,premium,-17.74562274947927,31.09768108687589,11.01,8,6,278,1837,58,0,1,0,1,640104.75
Highlands,upper-mid,-17.788970896339634,31.070279851267895,5.39,4,3,240,1593,20,0,0,1,1,390135.31
Mt Pleasant,premium,-17.778680063631292,31.01851441213151,6.46,5,4,335,1627,17,0,1,1,1,532225.99
Marlborough,middle,-17.781610592632614,30.950485552052115,11.41,4,3,161,701,29,1,1,1,1,305788.76
Hatfield,middle,-17.87120608640351,31.084771542495552,6.14,2,1,110,839,34,0,0,1,1,109525.94
Avonlea,middle,-17.7708204240208,30.99232892461859,8.71,1,1,111,414,0,0,0,0,1,167659.77
Mabelreign,middle,-17.81728812740108,31.000723735235837,4.93,1,1,166,487,26,0,1,0,1,100814.92
Ballantyne Park,premium,-17.763233073773733,31.07805636741226,8.31,2,1,463,2684,0,0,1,0,1,477450.68
Hatfield,middle,-17.869096970627663,31.095788375801405,6.84,2,1,173,1079,14,0,0,0,1,122649.67
Ballantyne Park,premium,-17.75422520278821,31.088469140638107,9.7,3,3,431,2369,8,0,1,1,1,576019.72
Vainona,upper-mid,-17.786517131211657,31.08950848473461,6.83,3,2,157,502,3,0,0,1,1,286911.19
Hatfield,middle,-17.874978331730727,31.092324356529232,7.0,3,3,163,678,12,0,0,0,1,128115.56
Budiriro,township,-17.94128924737701,30.951875590731376,15.73,2,1,49,200,15,0,0,0,0,27158.06
Avonlea,middle,-17.766440051869733,30.990196565061513,9.23,1,1,170,431,17,1,1,1,1,201754.56
Glen Lorne,premium,-17.74351743641092,31.181603073635923,17.43,2,1,278,1247,8,0,1,1,1,465411.15
Avonlea,middle,-17.774869907411446,30.980147833980983,9.28,3,3,152,879,6,0,0,0,0,209653.39
Borrowdale,premium,-17.74525569880095,31.105413729126447,11.48,3,3,327,554,26,0,1,1,1,637367.61
Mufakose,township,-17.91321844582533,30.964878382569513,12.47,4,4,80,416,25,0,0,0,1,57154.51
Hatfield,middle,-17.870458089546357,31.088369324451474,6.35,3,2,200,977,24,0,0,0,1,111886.52
Ballantyne Park,premium,-17.76335012829776,31.080600633829555,8.41,2,2,502,2927,23,0,1,0,1,468725.24
Glen Lorne,premium,-17.752358381970346,31.181674880451144,16.91,2,2,322,2165,29,0,1,0,1,508411.52
Ballantyne Park,premium,-17.765023783421743,31.084412305750327,8.44,3,2,423,1654,10,1,1,1,1,559949.43
Budiriro,township,-17.93768202364826,30.93540354879145,16.59,2,2,62,417,23,0,0,0,0,29587.49
Avondale,upper-mid,-17.791850725153537,31.03846455022564,4.41,2,1,242,1149,23,1,0,0,1,268409.0
Mabelreign,middle,-17.813166947226637,31.002231253820298,4.94,3,3,118,393,22,0,0,1,1,127972.43
Belvedere,middle,-17.843634376753112,31.019897891100918,3.01,2,2,183,1047,19,0,1,0,1,165875.59
Avonlea,middle,-17.764762294792217,30.987377728935854,9.56,3,3,188,912,19,0,0,1,1,249044.56
Mt Pleasant,premium,-17.774970884395465,31.021883114923398,6.69,6,5,316,1631,6,1,1,0,1,704498.18
Kambuzuma,township,-17.855133538164804,30.96278458076382,9.11,1,1,97,563,28,0,0,0,0,28109.96
Vainona,upper-mid,-17.785267274466513,31.085738595200525,6.67,3,3,230,1156,5,0,1,0,1,410482.52
Avonlea,middle,-17.766964815074008,30.989790703979672,9.21,3,3,200,703,20,0,1,0,1,261756.81
Belvedere,middle,-17.846828116460088,31.023195611788267,2.9,7,6,101,384,31,0,1,1,1,232900.12
Belvedere,middle,-17.849596567600383,31.019922980314746,3.36,1,1,129,515,7,0,0,0,1,157753.57
Kambuzuma,township,-17.863923051590714,30.962133189088977,9.5,2,1,92,610,14,0,0,0,1,34276.13
Ballantyne Park,premium,-17.75502764556961,31.08533216793932,9.47,4,4,266,1210,22,1,0,0,0,477626.06
Marlborough,middle,-17.779414431323744,30.952121755546088,11.38,5,4,267,1004,15,0,0,0,1,269100.02
Greendale,upper-mid,-17.788947509093678,31.1302130461188,10.16,6,6,273,1438,14,0,1,1,1,504853.14
Avondale,upper-mid,-17.786741485945534,31.039053558314592,4.96,3,3,351,1683,31,1,1,0,1,281755.31
Mt Pleasant,premium,-17.78232659737613,31.017184511467605,6.16,4,3,385,3010,10,0,1,1,1,537113.95
